id,equation,family,type,status,verdict
cand_e_CF4*_to_e_CF3_F,e + CF4* -> e + CF3 + F,electron,dissociation,candidate,unknown
cand_e_CF4*_to_e_e_CF3p_F,e + CF4* -> e + e + CF3+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF4*_to_e_CF2_F2,e + CF4* -> e + CF2 + F2,electron,dissociation,candidate,unknown
cand_e_CF4*_to_e_e_CF2p_F2,e + CF4* -> e + e + CF2+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_CF4_v_to_e_CF4_v,e + CF4_v -> e + CF4_v,electron,elastic,candidate,unknown
cand_e_CF4_v_to_e_e_CF4p,e + CF4_v -> e + e + CF4+,electron,ionization,candidate,unknown
cand_e_CF4_v_to_e_CF3_F,e + CF4_v -> e + CF3 + F,electron,dissociation,candidate,unknown
cand_e_CF4_v_to_e_e_CF3p_F,e + CF4_v -> e + e + CF3+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF4_v_to_e_CF2_F2,e + CF4_v -> e + CF2 + F2,electron,dissociation,candidate,unknown
cand_e_CF4_v_to_e_e_CF2p_F2,e + CF4_v -> e + e + CF2+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_F_to_e_F*,e + F -> e + F*,electron,excitation,candidate,unknown
cand_e_F*_to_e_F,e + F* -> e + F,electron,deexcitation,candidate,unknown
cand_e_F2_to_e_F2,e + F2 -> e + F2,electron,elastic,candidate,unknown
cand_e_F2_to_e_F2_v,e + F2 -> e + F2_v,electron,excitation,candidate,unknown
cand_e_F2_v_to_e_F2,e + F2_v -> e + F2,electron,deexcitation,candidate,unknown
cand_e_F2_to_e_F2*,e + F2 -> e + F2*,electron,excitation,candidate,unknown
cand_e_F2*_to_e_F2,e + F2* -> e + F2,electron,deexcitation,candidate,unknown
cand_e_F2_to_e_e_Fp_F,e + F2 -> e + e + F+ + F,electron,dissociative_ionization,candidate,unknown
cand_CF2_diss_C_1D,e + CF2 -> e + F2 + C_1D,electron,dissociation,candidate,endothermic by 10.58 eV
cand_CF2_diss_C_1S,e + CF2 -> e + F2 + C_1S,electron,dissociation,candidate,endothermic by 12.00 eV
cand_CF4_v_Ar_vt,CF4_v + Ar -> CF4 + Ar,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_Ar_4s_vt,CF4_v + Ar_4s -> CF4 + Ar_4s,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF2_vt,CF4_v + CF2 -> CF4 + CF2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF3_vt,CF4_v + CF3 -> CF4 + CF3,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF4_vt,CF4_v + CF4 -> CF4 + CF4,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF4*_vt,CF4_v + CF4* -> CF4 + CF4*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_F_vt,CF4_v + F -> CF4 + F,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_F2_vt,CF4_v + F2 -> CF4 + F2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_Arp_CF2_char_Ar_CF2p,Ar+ + CF2 -> Ar + CF2+,ion_neutral,charge_transfer,candidate,exothermic by 4.40 eV
cand_Arp_CF3_char_Ar_CF3p,Ar+ + CF3 -> Ar + CF3+,ion_neutral,charge_transfer,candidate,exothermic by 6.71 eV
cand_Arp_CF3_diss_Ar_CF2p_F,Ar+ + CF3 -> Ar + CF2+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.61 eV
cand_Arp_CF4_char_Ar_CF4p,Ar+ + CF4 -> Ar + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 1.06 eV
cand_Arp_CF4_diss_Ar_CF3p_F,Ar+ + CF4 -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 1.07 eV
cand_Arp_CF4*_char_Ar_CF4p,Ar+ + CF4* -> Ar + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 1.06 eV
cand_Arp_CF4*_diss_Ar_CF3p_F,Ar+ + CF4* -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 1.07 eV
cand_Arp_CF4_v_char_Ar_CF4p,Ar+ + CF4_v -> Ar + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 1.06 eV
cand_Arp_CF4_v_diss_Ar_CF3p_F,Ar+ + CF4_v -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 1.07 eV
cand_Arp_F_char_Ar_Fp,Ar+ + F -> Ar + F+,ion_neutral,charge_transfer,candidate,endothermic by 1.66 eV
cand_Arp_F2_char_Ar_F2p,Ar+ + F2 -> Ar + F2+,ion_neutral,charge_transfer,candidate,exothermic by 0.07 eV
cand_Arp_F2_reac_Arp_F_F,Ar+ + F2 -> Ar+ + F + F,ion_neutral,reactive_scattering,candidate,endothermic by 1.65 eV
cand_CF2p_Ar_4s_char_CF2_Arp,CF2+ + Ar_4s -> CF2 + Ar+,ion_neutral,charge_transfer,candidate,exothermic by 7.20 eV
cand_CF2p_Ar_4s_diss_CF_Fp_Ar,CF2+ + Ar_4s -> CF + F+ + Ar,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.18 eV
cand_CF2p_Ar_4s_diss_CF_F_Arp,CF2+ + Ar_4s -> CF + F + Ar+,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 1.85 eV
cand_CF2p_Ar_4s_diss_Cp_F2_Ar,CF2+ + Ar_4s -> C+ + F2 + Ar,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 2.39 eV
cand_CF2p_CF2_diss_CF3p_CF,CF2+ + CF2 -> CF3+ + CF,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.75 eV
cand_CF2p_CF3_char_CF2_CF3p,CF2+ + CF3 -> CF2 + CF3+,ion_neutral,charge_transfer,candidate,exothermic by 2.31 eV
cand_CF2p_CF4_diss_CF3p_CF3,CF2+ + CF4 -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.46 eV
cand_CF2p_CF4*_diss_CF3p_CF3,CF2+ + CF4* -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.46 eV
cand_CF2p_CF4_v_diss_CF3p_CF3,CF2+ + CF4_v -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 0.46 eV
cand_CF2p_F2_reac_CF2p_F_F,CF2+ + F2 -> CF2+ + F + F,ion_neutral,reactive_scattering,candidate,endothermic by 1.65 eV
cand_CF3p_Ar_4s_char_CF3_Arp,CF3+ + Ar_4s -> CF3 + Ar+,ion_neutral,charge_transfer,candidate,exothermic by 4.87 eV
cand_CF3p_Ar_4s_diss_CF2p_F_Ar,CF3+ + Ar_4s -> CF2+ + F + Ar,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 5.48 eV
cand_CF3p_Ar_4s_diss_CF2_Fp_Ar,CF3+ + Ar_4s -> CF2 + F+ + Ar,ion_neutral,dissociative_charge_transfer,candidate,endothermic by 0.58 eV
cand_CF3p_Ar_4s_diss_CF2_F_Arp,CF3+ + Ar_4s -> CF2 + F + Ar+,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 1.08 eV
cand_CF3p_CF3_diss_CF4_CF2p,CF3+ + CF3 -> CF4 + CF2+,ion_neutral,dissociative_charge_transfer,candidate,endothermic by 0.48 eV
cand_CF3p_F2_reac_CF3p_F_F,CF3+ + F2 -> CF3+ + F + F,ion_neutral,reactive_scattering,candidate,endothermic by 1.67 eV
cand_Fp_Ar_char_F_Arp,F+ + Ar -> F + Ar+,ion_neutral,charge_transfer,candidate,exothermic by 1.66 eV
cand_Fp_Ar_4s_char_F_Arp,F+ + Ar_4s -> F + Ar+,ion_neutral,charge_transfer,candidate,exothermic by 13.26 eV
cand_Fp_CF2_char_F_CF2p,F+ + CF2 -> F + CF2+,ion_neutral,charge_transfer,candidate,exothermic by 6.06 eV
cand_Fp_CF3_char_F_CF3p,F+ + CF3 -> F + CF3+,ion_neutral,charge_transfer,candidate,exothermic by 8.37 eV
cand_Fp_CF3_diss_F_CF2p_F,F+ + CF3 -> F + CF2+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 2.27 eV
cand_Fp_CF4_char_F_CF4p,F+ + CF4 -> F + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 2.72 eV
cand_Fp_CF4_diss_F_CF3p_F,F+ + CF4 -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 2.73 eV
cand_Fp_CF4_diss_F_CF2p_F2,F+ + CF4 -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,candidate,endothermic by 1.73 eV
cand_Fp_CF4*_char_F_CF4p,F+ + CF4* -> F + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 2.72 eV
cand_Fp_CF4*_diss_F_CF3p_F,F+ + CF4* -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 2.73 eV
cand_Fp_CF4*_diss_F_CF2p_F2,F+ + CF4* -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,candidate,endothermic by 1.73 eV
cand_Fp_CF4_v_char_F_CF4p,F+ + CF4_v -> F + CF4+,ion_neutral,charge_transfer,candidate,exothermic by 2.72 eV
cand_Fp_CF4_v_diss_F_CF3p_F,F+ + CF4_v -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,candidate,exothermic by 2.73 eV
cand_Fp_CF4_v_diss_F_CF2p_F2,F+ + CF4_v -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,candidate,endothermic by 1.73 eV
cand_Fp_F2_char_F_F2p,F+ + F2 -> F + F2+,ion_neutral,charge_transfer,candidate,exothermic by 1.73 eV
cand_Fp_F2_reac_Fp_F_F,F+ + F2 -> F+ + F + F,ion_neutral,reactive_scattering,candidate,endothermic by 1.65 eV
cand_Ar_4s_CF3_penning,Ar_4s + CF3 -> Ar + CF3+ + e,neutral_neutral,penning_ionization,candidate,exothermic by 2.55 eV
e_C_excitation_C_1D,e + C -> e + C_1D,electron,excitation,literature_supported,unknown
e_C_excitation_C_1S,e + C -> e + C_1S,electron,excitation,literature_supported,unknown
e_CF_dissociation_C_F,e + CF -> e + C + F,electron,dissociation,literature_supported,unknown
e_C_1D_elastic,e + C_1D -> e + C_1D,electron,elastic,literature_supported,unknown
e_C_1D_superelastic,e + C_1D -> e + C,electron,deexcitation,literature_supported,unknown
e_C_1S_elastic,e + C_1S -> e + C_1S,electron,elastic,literature_supported,unknown
e_C_1S_superelastic,e + C_1S -> e + C,electron,deexcitation,literature_supported,unknown
F2_CF_to_CF2_F,F2 + CF -> CF2 + F,neutral_neutral,reactive_scattering,literature_supported,unknown
cand_e_C_to_e_C,e + C -> e + C,electron,elastic,candidate,unknown
cand_e_C_to_e_e_Cp,e + C -> e + e + C+,electron,ionization,candidate,unknown
cand_e_CF_to_e_CF,e + CF -> e + CF,electron,elastic,candidate,unknown
cand_e_CF_to_e_e_CFp,e + CF -> e + e + CF+,electron,ionization,candidate,unknown
cand_e_CF_to_e_CF_v,e + CF -> e + CF_v,electron,excitation,candidate,unknown
cand_e_CF_v_to_e_CF,e + CF_v -> e + CF,electron,deexcitation,candidate,unknown
cand_e_CF_to_e_CF*,e + CF -> e + CF*,electron,excitation,candidate,unknown
cand_e_CF*_to_e_CF,e + CF* -> e + CF,electron,deexcitation,candidate,unknown
cand_e_CF_to_e_e_Cp_F,e + CF -> e + e + C+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF2*_to_e_CF2*,e + CF2* -> e + CF2*,electron,elastic,candidate,unknown
cand_e_CF2*_to_e_e_CF2p,e + CF2* -> e + e + CF2+,electron,ionization,candidate,unknown
cand_e_CF2*_to_e_CF_F,e + CF2* -> e + CF + F,electron,dissociation,candidate,unknown
cand_e_CF2*_to_e_e_CFp_F,e + CF2* -> e + e + CF+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF2*_to_e_C_F2,e + CF2* -> e + C + F2,electron,dissociation,candidate,unknown
cand_e_CF2*_to_e_e_Cp_F2,e + CF2* -> e + e + C+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_CF2_v_to_e_CF2_v,e + CF2_v -> e + CF2_v,electron,elastic,candidate,unknown
cand_e_CF2_v_to_e_e_CF2p,e + CF2_v -> e + e + CF2+,electron,ionization,candidate,unknown
cand_e_CF2_v_to_e_CF_F,e + CF2_v -> e + CF + F,electron,dissociation,candidate,unknown
cand_e_CF2_v_to_e_e_CFp_F,e + CF2_v -> e + e + CF+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF2_v_to_e_C_F2,e + CF2_v -> e + C + F2,electron,dissociation,candidate,unknown
cand_e_CF2_v_to_e_e_Cp_F2,e + CF2_v -> e + e + C+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_CF3*_to_e_CF3*,e + CF3* -> e + CF3*,electron,elastic,candidate,unknown
cand_e_CF3*_to_e_e_CF3p,e + CF3* -> e + e + CF3+,electron,ionization,candidate,unknown
cand_e_CF3*_to_e_CF2_F,e + CF3* -> e + CF2 + F,electron,dissociation,candidate,unknown
cand_e_CF3*_to_e_e_CF2p_F,e + CF3* -> e + e + CF2+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF3*_to_e_CF_F2,e + CF3* -> e + CF + F2,electron,dissociation,candidate,unknown
cand_e_CF3*_to_e_e_CFp_F2,e + CF3* -> e + e + CF+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_CF3_v_to_e_CF3_v,e + CF3_v -> e + CF3_v,electron,elastic,candidate,unknown
cand_e_CF3_v_to_e_e_CF3p,e + CF3_v -> e + e + CF3+,electron,ionization,candidate,unknown
cand_e_CF3_v_to_e_CF2_F,e + CF3_v -> e + CF2 + F,electron,dissociation,candidate,unknown
cand_e_CF3_v_to_e_e_CF2p_F,e + CF3_v -> e + e + CF2+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_CF3_v_to_e_CF_F2,e + CF3_v -> e + CF + F2,electron,dissociation,candidate,unknown
cand_e_CF3_v_to_e_e_CFp_F2,e + CF3_v -> e + e + CF+ + F2,electron,dissociative_ionization,candidate,unknown
cand_e_C_1D_to_e_e_Cp,e + C_1D -> e + e + C+,electron,ionization,candidate,unknown
cand_e_C_1S_to_e_e_Cp,e + C_1S -> e + e + C+,electron,ionization,candidate,unknown
cand_e_F*_to_e_F*,e + F* -> e + F*,electron,elastic,candidate,unknown
cand_e_F*_to_e_e_Fp,e + F* -> e + e + F+,electron,ionization,candidate,unknown
cand_e_F2*_to_e_F2*,e + F2* -> e + F2*,electron,elastic,candidate,unknown
cand_e_F2*_to_e_e_F2p,e + F2* -> e + e + F2+,electron,ionization,candidate,unknown
cand_e_F2*_to_e_F_F,e + F2* -> e + F + F,electron,dissociation,candidate,unknown
cand_e_F2*_to_e_e_Fp_F,e + F2* -> e + e + F+ + F,electron,dissociative_ionization,candidate,unknown
cand_e_F2_v_to_e_F2_v,e + F2_v -> e + F2_v,electron,elastic,candidate,unknown
cand_e_F2_v_to_e_e_F2p,e + F2_v -> e + e + F2+,electron,ionization,candidate,unknown
cand_e_F2_v_to_e_F_F,e + F2_v -> e + F + F,electron,dissociation,candidate,unknown
cand_e_F2_v_to_e_e_Fp_F,e + F2_v -> e + e + F+ + F,electron,dissociative_ionization,candidate,unknown
cand_CF_diss_C_1D,e + CF -> e + F + C_1D,electron,dissociation,candidate,endothermic by 6.87 eV
cand_CF_diss_C_1S,e + CF -> e + F + C_1S,electron,dissociation,candidate,endothermic by 8.29 eV
cand_CF2_v_Ar_vt,CF2_v + Ar -> CF2 + Ar,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_Ar_4s_vt,CF2_v + Ar_4s -> CF2 + Ar_4s,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_C_vt,CF2_v + C -> CF2 + C,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF_vt,CF2_v + CF -> CF2 + CF,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF2_vt,CF2_v + CF2 -> CF2 + CF2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF2*_vt,CF2_v + CF2* -> CF2 + CF2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF3_vt,CF2_v + CF3 -> CF2 + CF3,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF3*_vt,CF2_v + CF3* -> CF2 + CF3*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF3_v_vt,CF2_v + CF3_v -> CF2 + CF3_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF4_vt,CF2_v + CF4 -> CF2 + CF4,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF4*_vt,CF2_v + CF4* -> CF2 + CF4*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_CF4_v_vt,CF2_v + CF4_v -> CF2 + CF4_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_C_1D_vt,CF2_v + C_1D -> CF2 + C_1D,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_C_1S_vt,CF2_v + C_1S -> CF2 + C_1S,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_F_vt,CF2_v + F -> CF2 + F,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_F*_vt,CF2_v + F* -> CF2 + F*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_F2_vt,CF2_v + F2 -> CF2 + F2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_F2*_vt,CF2_v + F2* -> CF2 + F2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF2_v_F2_v_vt,CF2_v + F2_v -> CF2 + F2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_Ar_vt,CF3_v + Ar -> CF3 + Ar,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_Ar_4s_vt,CF3_v + Ar_4s -> CF3 + Ar_4s,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_C_vt,CF3_v + C -> CF3 + C,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF_vt,CF3_v + CF -> CF3 + CF,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF2_vt,CF3_v + CF2 -> CF3 + CF2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF2*_vt,CF3_v + CF2* -> CF3 + CF2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF2_v_vt,CF3_v + CF2_v -> CF3 + CF2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF3_vt,CF3_v + CF3 -> CF3 + CF3,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF3*_vt,CF3_v + CF3* -> CF3 + CF3*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF4_vt,CF3_v + CF4 -> CF3 + CF4,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF4*_vt,CF3_v + CF4* -> CF3 + CF4*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_CF4_v_vt,CF3_v + CF4_v -> CF3 + CF4_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_C_1D_vt,CF3_v + C_1D -> CF3 + C_1D,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_C_1S_vt,CF3_v + C_1S -> CF3 + C_1S,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_F_vt,CF3_v + F -> CF3 + F,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_F*_vt,CF3_v + F* -> CF3 + F*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_F2_vt,CF3_v + F2 -> CF3 + F2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_F2*_vt,CF3_v + F2* -> CF3 + F2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF3_v_F2_v_vt,CF3_v + F2_v -> CF3 + F2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_C_vt,CF4_v + C -> CF4 + C,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF_vt,CF4_v + CF -> CF4 + CF,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF2*_vt,CF4_v + CF2* -> CF4 + CF2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF2_v_vt,CF4_v + CF2_v -> CF4 + CF2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF3*_vt,CF4_v + CF3* -> CF4 + CF3*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_CF3_v_vt,CF4_v + CF3_v -> CF4 + CF3_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_C_1D_vt,CF4_v + C_1D -> CF4 + C_1D,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_C_1S_vt,CF4_v + C_1S -> CF4 + C_1S,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_F*_vt,CF4_v + F* -> CF4 + F*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_F2*_vt,CF4_v + F2* -> CF4 + F2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_CF4_v_F2_v_vt,CF4_v + F2_v -> CF4 + F2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_Ar_vt,F2_v + Ar -> F2 + Ar,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_Ar_4s_vt,F2_v + Ar_4s -> F2 + Ar_4s,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_C_vt,F2_v + C -> F2 + C,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF_vt,F2_v + CF -> F2 + CF,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF2_vt,F2_v + CF2 -> F2 + CF2,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF2*_vt,F2_v + CF2* -> F2 + CF2*,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF2_v_vt,F2_v + CF2_v -> F2 + CF2_v,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF3_vt,F2_v + CF3 -> F2 + CF3,neutral_neutral,vibrational_relaxation,candidate,unknown
cand_F2_v_CF3*_vt,F2_v + CF3* -> F2 + CF3*,neutral_neutral,vibrational_relaxation,candidate,unknown
