candidate,reaction_type,verdict,reason,id
O- + O2 -> O- + O2,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_4e056b8323ea
O2+ + Ar -> O2+ + Ar,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_644e62d637ce
O2+ + O -> O2+ + O,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_33a5160d5967
O2- + Ar -> O2- + Ar,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_b9dcc46f86f8
O2- + O -> O2- + O,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_470cf8775707
Ar+ + Ar(m) -> Ar+ + Ar,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_32e0ff81482e
Ar+ + Ar(r) -> Ar+ + Ar,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8bb2a60a7fbc
Ar- + Ar(m) -> Ar- + Ar,Ion-induced deexcitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_ffe8fc60e569
Ar- + Ar(r) -> Ar- + Ar,Ion-induced deexcitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_634f6e55908a
O2+ + O2(v) -> O2+ + O2,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a339d2371429
O2+ + O2* -> O2+ + O2,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_dbb28e568d13
O2- + O2(v) -> O2- + O2,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_43949eda804d
O2- + O2* -> O2- + O2,Ion-induced deexcitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_ac67529bdd89
Ar+ + Ar -> Ar+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_c93e3d600f78
Ar+ + Ar -> Ar+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_f07d0ba16e30
Ar+ + O2 -> Ar+ + O2(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_192278ce671f
Ar+ + O2 -> Ar+ + O2*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_0c51497b3a6c
Ar- + Ar -> Ar- + Ar(m),Ion-induced excitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_fab0902a6843
Ar- + Ar -> Ar- + Ar(r),Ion-induced excitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_26b94c20754e
Ar- + O2 -> Ar- + O2(v),Ion-induced excitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_763194797e8c
Ar- + O2 -> Ar- + O2*,Ion-induced excitation,fail,at least one non-electron reactant or product fails its State assessment,rxn_de2e4db00652
O+ + Ar -> O+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_3afea6ddf67b
O+ + Ar -> O+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_dae5325eb31b
O+ + O2 -> O+ + O2(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_32887c53cfc0
O+ + O2 -> O+ + O2*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_325d242a60fa
O- + Ar -> O- + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_5c1d1862d883
O- + Ar -> O- + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_dc4f1eaed1a8
O- + O2 -> O- + O2(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_9938203e8724
O- + O2 -> O- + O2*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1aaa5217616d
O2+ + Ar -> O2+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6ece5fa184d7
O2+ + Ar -> O2+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_18e7a7fd5b5b
O2+ + O2 -> O2+ + O2(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a94bfb506276
O2+ + O2 -> O2+ + O2*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_f75feb2eb0bc
O2- + Ar -> O2- + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8e59537d4986
O2- + Ar -> O2- + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_7cb2c47d47e0
O2- + O2 -> O2- + O2(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_44de2b53da2e
O2- + O2 -> O2- + O2*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_07117cb5ce40
Ar+ + Ar- -> 2 Ar,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_7f218ecf9f30
Ar+ + O- -> Ar + O,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_7f1253ebcfb9
Ar+ + O2- -> Ar + O2,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_5a307f1b77b9
O+ + Ar- -> Ar + O,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_70a5390f4242
O+ + O- -> 2 O,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_10beb5bc00af
O+ + O2- -> O + O2,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_f362c4374a2b
O2+ + Ar- -> Ar + O2,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_1cc12a118d26
O2+ + O- -> O + O2,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_08e2f48ee28d
O2+ + O2- -> 2 O2,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_15fac312b7fa
O2+ + Ar -> O+ + Ar + O,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_4487814bfc3e
O2+ + O -> O+ + 2 O,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_ad2d57546439
O2+ + O2 -> O+ + O + O2,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_f01e2fa9b40b
O2- + Ar -> O- + Ar + O,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_f7f35bdddeea
O2- + O -> O- + 2 O,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_688c1b736a68
O2- + O2 -> O- + O + O2,Projectile-ion dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_fe0ea6173b83
Ar+ + Ar -> Ar+ + Ar,Resonant charge exchange,pass,every non-electron reactant and product passes its State assessment,rxn_42da360d77cf
Ar- + Ar -> Ar- + Ar,Resonant charge exchange,fail,at least one non-electron reactant or product fails its State assessment,rxn_2d9ccfcce5d9
O+ + O -> O+ + O,Resonant charge exchange,pass,every non-electron reactant and product passes its State assessment,rxn_7281eb34b270
O- + O -> O- + O,Resonant charge exchange,pass,every non-electron reactant and product passes its State assessment,rxn_650299e93852
O2+ + O2 -> O2+ + O2,Resonant charge exchange,pass,every non-electron reactant and product passes its State assessment,rxn_223a68face62
O2- + O2 -> O2- + O2,Resonant charge exchange,pass,every non-electron reactant and product passes its State assessment,rxn_641dfc3def66
