reactants,products,id,family,type,depth,status,verdict,decided
e + SO2,e + SO + O,cand_e_SO2_to_e_SO_O,electron,dissociation,3,candidate,unknown,no
e + SO2,e + S + O2,cand_e_SO2_to_e_S_O2,electron,dissociation,3,candidate,unknown,no
e + SO2,e + e + SO+ + O,cand_e_SO2_to_e_e_SOp_O,electron,dissociative_ionization,3,candidate,unknown,no
e + SO2,e + e + S+ + O2,cand_e_SO2_to_e_e_Sp_O2,electron,dissociative_ionization,3,candidate,unknown,no
e + SO2,e + SO2,cand_e_SO2_to_e_SO2,electron,elastic,3,candidate,unknown,no
e + SO2,e + SO2*,cand_e_SO2_to_e_SO2*,electron,excitation,3,candidate,unknown,no
e + SO2,e + SO2_v,cand_e_SO2_to_e_SO2_v,electron,excitation,3,candidate,unknown,no
e + SO2,e + e + SO2+,cand_e_SO2_to_e_e_SO2p,electron,ionization,3,candidate,unknown,no
e + SO2*,e + SO2,cand_e_SO2*_to_e_SO2,electron,deexcitation,3,candidate,unknown,no
e + SO2*,e + SO + O,cand_e_SO2*_to_e_SO_O,electron,dissociation,4,candidate,unknown,no
e + SO2*,e + S + O2,cand_e_SO2*_to_e_S_O2,electron,dissociation,4,candidate,unknown,no
e + SO2*,e + e + SO+ + O,cand_e_SO2*_to_e_e_SOp_O,electron,dissociative_ionization,4,candidate,unknown,no
e + SO2*,e + e + S+ + O2,cand_e_SO2*_to_e_e_Sp_O2,electron,dissociative_ionization,4,candidate,unknown,no
