reactants,products,id,family,type,depth,status,verdict,decided
O+ + SF2*,O + SF2+,cand_Op_SF2*_char_O_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.82 eV,yes
O+ + SF2_v,O + SF2+,cand_Op_SF2_v_char_O_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.82 eV,yes
O+ + SF3,O + SF3+,cand_Op_SF3_char_O_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 5.44 eV,yes
O+ + SF3*,O + SF3+,cand_Op_SF3*_char_O_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 5.44 eV,yes
O+ + SF3_v,O + SF3+,cand_Op_SF3_v_char_O_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 5.44 eV,yes
O+ + SF4,O + SF4+,cand_Op_SF4_char_O_SF4p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.62 eV,yes
O+ + SF4*,O + SF4+,cand_Op_SF4*_char_O_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.62 eV,yes
O+ + SF4_v,O + SF4+,cand_Op_SF4_v_char_O_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.62 eV,yes
O+ + SF5,O + SF5+,cand_Op_SF5_char_O_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.02 eV,yes
O+ + SF5,O + SF4+ + F,cand_Op_SF5_diss_O_SF4p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.71 eV,yes
O+ + SF5*,O + SF5+,cand_Op_SF5*_char_O_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.02 eV,yes
O+ + SF5*,O + SF4+ + F,cand_Op_SF5*_diss_O_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.71 eV,yes
O+ + SF5_v,O + SF5+,cand_Op_SF5_v_char_O_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.02 eV,yes
O+ + SF5_v,O + SF4+ + F,cand_Op_SF5_v_diss_O_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.71 eV,yes
O+ + SF6,O + SF6+,cand_Op_SF6_char_O_SF6p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
O+ + SF6,O + SF5+ + F,cand_Op_SF6_diss_O_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
O+ + SF6*,O + SF6+,cand_Op_SF6*_char_O_SF6p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
O+ + SF6*,O + SF5+ + F,cand_Op_SF6*_diss_O_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
O+ + SF6_v,O + SF6+,cand_Op_SF6_v_char_O_SF6p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
O+ + SF6_v,O + SF5+ + F,cand_Op_SF6_v_diss_O_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
O+ + SF_v,O + SF+,cand_Op_SF_v_char_O_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 3.32 eV,yes
O+ + SO2F2,O + SF2+ + O2,cand_Op_SO2F2_diss_O_SF2p_O2,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.97 eV,yes
O+ + SO2F2*,O + SF2+ + O2,cand_Op_SO2F2*_diss_O_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.97 eV,yes
O+ + SO2F2_v,O + SF2+ + O2,cand_Op_SO2F2_v_diss_O_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.97 eV,yes
O+ + S_1D,O + S+,cand_Op_S_1D_char_O_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 4.40 eV,yes
O+ + S_1S,O + S+,cand_Op_S_1S_char_O_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 6.01 eV,yes
S+ + O2,S + O2+,cand_Sp_O2_char_S_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.71 eV,yes
SF+ + O2,SF + O2+,cand_SFp_O2_char_SF_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.77 eV,yes
SF2+ + O2,SF2 + O2+,cand_SF2p_O2_char_SF2_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.27 eV,yes
SF4+ + O2,SF4 + O2+,cand_SF4p_O2_char_SF4_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.07 eV,yes
SF6+ + O2,SF6 + O2+,cand_SF6p_O2_char_SF6_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.25 eV,yes
SF6+ + O2,SF4 + F2 + O2+,cand_SF6p_O2_diss_SF4_F2_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.49 eV,yes
SF6+ + O2,SF4+ + F2 + O2,cand_SF6p_O2_diss_SF4p_F2_O2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + O2,SF5 + F + O2+,cand_SF6p_O2_diss_SF5_F_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.81 eV,yes
SF6+ + O2,SF5+ + F + O2,cand_SF6p_O2_diss_SF5p_F_O2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
O2+ + O_1D,O2 + O+,cand_O2p_O_1D_char_O2_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 0.42 eV,yes
O2+ + O_1S,O2 + O+,cand_O2p_O_1S_char_O2_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 2.64 eV,yes
O2+ + S,O2 + S+,cand_O2p_S_char_O2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.71 eV,yes
O2+ + SF,O2 + SF+,cand_O2p_SF_char_O2_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 1.77 eV,yes
O2+ + SF*,O2 + SF+,cand_O2p_SF*_char_O2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.77 eV,yes
O2+ + SF2,O2 + SF2+,cand_O2p_SF2_char_O2_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.27 eV,yes
O2+ + SF2*,O2 + SF2+,cand_O2p_SF2*_char_O2_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.27 eV,yes
O2+ + SF2_v,O2 + SF2+,cand_O2p_SF2_v_char_O2_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.27 eV,yes
O2+ + SF3,O2 + SF3+,cand_O2p_SF3_char_O2_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.89 eV,yes
O2+ + SF3,O + O + SF3+,cand_O2p_SF3_diss_O_O_SF3p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.28 eV,yes
O2+ + SF3*,O2 + SF3+,cand_O2p_SF3*_char_O2_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.89 eV,yes
O2+ + SF3*,O + O + SF3+,cand_O2p_SF3*_diss_O_O_SF3p,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.28 eV,yes
O2+ + SF3_v,O2 + SF3+,cand_O2p_SF3_v_char_O2_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.89 eV,yes
O2+ + SF3_v,O + O + SF3+,cand_O2p_SF3_v_diss_O_O_SF3p,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.28 eV,yes
O2+ + SF4,O2 + SF4+,cand_O2p_SF4_char_O2_SF4p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.07 eV,yes
O2+ + SF4*,O2 + SF4+,cand_O2p_SF4*_char_O2_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.07 eV,yes
O2+ + SF4_v,O2 + SF4+,cand_O2p_SF4_v_char_O2_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.07 eV,yes
O2+ + SF5,O2 + SF5+,cand_O2p_SF5_char_O2_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.47 eV,yes
O2+ + SF5*,O2 + SF5+,cand_O2p_SF5*_char_O2_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.47 eV,yes
O2+ + SF5_v,O2 + SF5+,cand_O2p_SF5_v_char_O2_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.47 eV,yes
O2+ + SF6,O2 + SF5+ + F,cand_O2p_SF6_diss_O2_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
O2+ + SF6*,O2 + SF5+ + F,cand_O2p_SF6*_diss_O2_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
O2+ + SF6_v,O2 + SF5+ + F,cand_O2p_SF6_v_diss_O2_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
O2+ + SF_v,O2 + SF+,cand_O2p_SF_v_char_O2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.77 eV,yes
O2+ + S_1D,O2 + S+,cand_O2p_S_1D_char_O2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 2.86 eV,yes
O2+ + S_1S,O2 + S+,cand_O2p_S_1S_char_O2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 4.46 eV,yes
O2+ + S_1S,O + O + S+,cand_O2p_S_1S_diss_O_O_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.71 eV,yes
S+ + O2_a1Delta,S + O2+,cand_Sp_O2_a1Delta_char_S_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.73 eV,yes
SF+ + O2_a1Delta,SF + O2+,cand_SFp_O2_a1Delta_char_SF_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.79 eV,yes
SF2+ + O2_a1Delta,SF2 + O2+,cand_SF2p_O2_a1Delta_char_SF2_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.29 eV,yes
SF4+ + O2_a1Delta,SF4 + O2+,cand_SF4p_O2_a1Delta_char_SF4_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.91 eV,yes
SF5+ + O2_a1Delta,SF5 + O2+,cand_SF5p_O2_a1Delta_char_SF5_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.49 eV,yes
SF6+ + O2_a1Delta,SF6 + O2+,cand_SF6p_O2_a1Delta_char_SF6_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.23 eV,yes
SF6+ + O2_a1Delta,SF4 + F2 + O2+,cand_SF6p_O2_a1Delta_diss_SF4_F2_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.51 eV,yes
SF6+ + O2_a1Delta,SF4+ + F2 + O2,cand_SF6p_O2_a1Delta_diss_SF4p_F2_O2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.44 eV,yes
SF6+ + O2_a1Delta,SF5 + F + O2+,cand_SF6p_O2_a1Delta_diss_SF5_F_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.17 eV,yes
SF6+ + O2_a1Delta,SF5+ + F + O2,cand_SF6p_O2_a1Delta_diss_SF5p_F_O2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.64 eV,yes
S+ + O2_b1Sigma,S + O2+,cand_Sp_O2_b1Sigma_char_S_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.08 eV,yes
SF+ + O2_b1Sigma,SF + O2+,cand_SFp_O2_b1Sigma_char_SF_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.14 eV,yes
SF2+ + O2_b1Sigma,SF2 + O2+,cand_SF2p_O2_b1Sigma_char_SF2_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.36 eV,yes
SF4+ + O2_b1Sigma,SF4 + O2+,cand_SF4p_O2_b1Sigma_char_SF4_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.56 eV,yes
SF5+ + O2_b1Sigma,SF5 + O2+,cand_SF5p_O2_b1Sigma_char_SF5_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.84 eV,yes
SF6+ + O2_b1Sigma,SF6 + O2+,cand_SF6p_O2_b1Sigma_char_SF6_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.88 eV,yes
SF6+ + O2_b1Sigma,SF4 + F2 + O2+,cand_SF6p_O2_b1Sigma_diss_SF4_F2_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.14 eV,yes
SF6+ + O2_b1Sigma,SF4+ + F2 + O2,cand_SF6p_O2_b1Sigma_diss_SF4p_F2_O2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.21 eV,yes
SF6+ + O2_b1Sigma,SF5 + F + O2+,cand_SF6p_O2_b1Sigma_diss_SF5_F_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.82 eV,yes
SF6+ + O2_b1Sigma,SF5+ + F + O2,cand_SF6p_O2_b1Sigma_diss_SF5p_F_O2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.29 eV,yes
SF6+ + O2_b1Sigma,SF6 + O+ + O,cand_SF6p_O2_b1Sigma_diss_SF6_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.84 eV,yes
S+ + O2_v,S + O2+,cand_Sp_O2_v_char_S_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.71 eV,yes
SF+ + O2_v,SF + O2+,cand_SFp_O2_v_char_SF_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.77 eV,yes
SF2+ + O2_v,SF2 + O2+,cand_SF2p_O2_v_char_SF2_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.27 eV,yes
SF4+ + O2_v,SF4 + O2+,cand_SF4p_O2_v_char_SF4_O2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.07 eV,yes
SF6+ + O2_v,SF6 + O2+,cand_SF6p_O2_v_char_SF6_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.25 eV,yes
SF6+ + O2_v,SF4 + F2 + O2+,cand_SF6p_O2_v_diss_SF4_F2_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.49 eV,yes
SF6+ + O2_v,SF4+ + F2 + O2,cand_SF6p_O2_v_diss_SF4p_F2_O2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + O2_v,SF5 + F + O2+,cand_SF6p_O2_v_diss_SF5_F_O2p,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.81 eV,yes
SF6+ + O2_v,SF5+ + F + O2,cand_SF6p_O2_v_diss_SF5p_F_O2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
S+ + O_1D,S + O+,cand_Sp_O_1D_char_S_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 1.29 eV,yes
SF+ + O_1D,SF + O+,cand_SFp_O_1D_char_SF_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 1.35 eV,yes
SF2+ + O_1D,SF2 + O+,cand_SF2p_O_1D_char_SF2_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 0.85 eV,yes
SF4+ + O_1D,SF4 + O+,cand_SF4p_O_1D_char_SF4_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 0.35 eV,yes
SF4+ + O_1D,SF2+ + F2 + O,cand_SF4p_O_1D_diss_SF2p_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.67 eV,yes
SF6+ + O_1D,SF6 + O+,cand_SF6p_O_1D_char_SF6_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 3.67 eV,yes
SF6+ + O_1D,SF4 + F2 + O+,cand_SF6p_O_1D_diss_SF4_F2_Op,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.07 eV,yes
SF6+ + O_1D,SF4+ + F2 + O,cand_SF6p_O_1D_diss_SF4p_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.55 eV,yes
SF6+ + O_1D,SF5 + F + O+,cand_SF6p_O_1D_diss_SF5_F_Op,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.39 eV,yes
SF6+ + O_1D,SF5+ + F + O,cand_SF6p_O_1D_diss_SF5p_F_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.63 eV,yes
S+ + O_1S,S + O+,cand_Sp_O_1S_char_S_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 0.93 eV,yes
SF+ + O_1S,SF + O+,cand_SFp_O_1S_char_SF_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 0.87 eV,yes
SF2+ + O_1S,SF2 + O+,cand_SF2p_O_1S_char_SF2_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 1.37 eV,yes
SF2+ + O_1S,S+ + F2 + O,cand_SF2p_O_1S_diss_Sp_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.32 eV,yes
SF3+ + O_1S,SF3 + O+,cand_SF3p_O_1S_char_SF3_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 1.25 eV,yes
SF4+ + O_1S,SF4 + O+,cand_SF4p_O_1S_char_SF4_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 2.57 eV,yes
SF4+ + O_1S,SF2+ + F2 + O,cand_SF4p_O_1S_diss_SF2p_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.55 eV,yes
SF5+ + O_1S,SF5 + O+,cand_SF5p_O_1S_char_SF5_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 0.17 eV,yes
SF5+ + O_1S,SF4+ + F + O,cand_SF5p_O_1S_diss_SF4p_F_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.54 eV,yes
SF6+ + O_1S,SF6 + O+,cand_SF6p_O_1S_char_SF6_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 5.89 eV,yes
SF6+ + O_1S,SF4 + F2 + O+,cand_SF6p_O_1S_diss_SF4_F2_Op,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.15 eV,yes
SF6+ + O_1S,SF4 + F2+ + O,cand_SF6p_O_1S_diss_SF4_F2p_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.92 eV,yes
SF6+ + O_1S,SF4+ + F2 + O,cand_SF6p_O_1S_diss_SF4p_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.77 eV,yes
SF6+ + O_1S,SF5 + F + O+,cand_SF6p_O_1S_diss_SF5_F_Op,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.83 eV,yes
SF6+ + O_1S,SF5 + F+ + O,cand_SF6p_O_1S_diss_SF5_Fp_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.97 eV,yes
SF6+ + O_1S,SF5+ + F + O,cand_SF6p_O_1S_diss_SF5p_F_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 5.85 eV,yes
SF+ + S,SF + S+,cand_SFp_S_char_SF_Sp,ion_neutral,charge_transfer,2,candidate,endothermic by 0.06 eV,yes
SF2+ + S,SF2 + S+,cand_SF2p_S_char_SF2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 0.44 eV,yes
SF4+ + S,SF4 + S+,cand_SF4p_S_char_SF4_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.64 eV,yes
SF5+ + S,SF5 + S+,cand_SF5p_S_char_SF5_Sp,ion_neutral,charge_transfer,2,candidate,endothermic by 0.76 eV,yes
SF6+ + S,SF6 + S+,cand_SF6p_S_char_SF6_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 4.96 eV,yes
SF6+ + S,SF4 + F2 + S+,cand_SF6p_S_diss_SF4_F2_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.22 eV,yes
SF6+ + S,SF4+ + F2 + S,cand_SF6p_S_diss_SF4p_F2_S,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + S,SF5 + F + S+,cand_SF6p_S_diss_SF5_F_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.90 eV,yes
SF6+ + S,SF5+ + F + S,cand_SF6p_S_diss_SF5p_F_S,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
S+ + SF,S + SF+,cand_Sp_SF_char_S_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 0.06 eV,yes
S+ + SF*,S + SF+,cand_Sp_SF*_char_S_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 0.06 eV,yes
S+ + SF2,S + SF2+,cand_Sp_SF2_char_S_SF2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.44 eV,yes
S+ + SF2*,S + SF2+,cand_Sp_SF2*_char_S_SF2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.44 eV,yes
S+ + SF2_v,S + SF2+,cand_Sp_SF2_v_char_S_SF2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.44 eV,yes
S+ + SF3,S + SF3+,cand_Sp_SF3_char_S_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.18 eV,yes
S+ + SF3*,S + SF3+,cand_Sp_SF3*_char_S_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.18 eV,yes
S+ + SF3_v,S + SF3+,cand_Sp_SF3_v_char_S_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.18 eV,yes
S+ + SF4,S + SF4+,cand_Sp_SF4_char_S_SF4p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.64 eV,yes
S+ + SF4*,S + SF4+,cand_Sp_SF4*_char_S_SF4p,ion_neutral,charge_transfer,2,candidate,endothermic by 1.64 eV,yes
S+ + SF4_v,S + SF4+,cand_Sp_SF4_v_char_S_SF4p,ion_neutral,charge_transfer,2,candidate,endothermic by 1.64 eV,yes
S+ + SF5,S + SF5+,cand_Sp_SF5_char_S_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.76 eV,yes
S+ + SF5*,S + SF5+,cand_Sp_SF5*_char_S_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.76 eV,yes
S+ + SF5_v,S + SF5+,cand_Sp_SF5_v_char_S_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.76 eV,yes
S+ + SF_v,S + SF+,cand_Sp_SF_v_char_S_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 0.06 eV,yes
SF2+ + SF,SF2 + SF+,cand_SF2p_SF_char_SF2_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 0.50 eV,yes
SF4+ + SF,SF4 + SF+,cand_SF4p_SF_char_SF4_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 1.70 eV,yes
SF5+ + SF,SF5 + SF+,cand_SF5p_SF_char_SF5_SFp,ion_neutral,charge_transfer,1,candidate,endothermic by 0.70 eV,yes
SF6+ + SF,SF6 + SF+,cand_SF6p_SF_char_SF6_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 5.02 eV,yes
SF6+ + SF,SF4 + F2 + SF+,cand_SF6p_SF_diss_SF4_F2_SFp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.28 eV,yes
SF6+ + SF,SF4+ + F2 + SF,cand_SF6p_SF_diss_SF4p_F2_SF,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + SF,SF5 + F + SF+,cand_SF6p_SF_diss_SF5_F_SFp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.96 eV,yes
SF6+ + SF,SF5+ + F + SF,cand_SF6p_SF_diss_SF5p_F_SF,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
SF2+ + SF*,SF2 + SF+,cand_SF2p_SF*_char_SF2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 0.50 eV,yes
SF4+ + SF*,SF4 + SF+,cand_SF4p_SF*_char_SF4_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.70 eV,yes
SF5+ + SF*,SF5 + SF+,cand_SF5p_SF*_char_SF5_SFp,ion_neutral,charge_transfer,2,candidate,endothermic by 0.70 eV,yes
SF6+ + SF*,SF6 + SF+,cand_SF6p_SF*_char_SF6_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.02 eV,yes
SF6+ + SF*,SF4 + F2 + SF+,cand_SF6p_SF*_diss_SF4_F2_SFp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.28 eV,yes
SF6+ + SF*,SF4+ + F2 + SF,cand_SF6p_SF*_diss_SF4p_F2_SF,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + SF*,SF5 + F + SF+,cand_SF6p_SF*_diss_SF5_F_SFp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.96 eV,yes
SF6+ + SF*,SF5+ + F + SF,cand_SF6p_SF*_diss_SF5p_F_SF,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
SF+ + SF2,SF + SF2+,cand_SFp_SF2_char_SF_SF2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.50 eV,yes
SF+ + SF2*,SF + SF2+,cand_SFp_SF2*_char_SF_SF2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.50 eV,yes
SF+ + SF2_v,SF + SF2+,cand_SFp_SF2_v_char_SF_SF2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.50 eV,yes
SF+ + SF3,SF + SF3+,cand_SFp_SF3_char_SF_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.12 eV,yes
SF+ + SF3*,SF + SF3+,cand_SFp_SF3*_char_SF_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.12 eV,yes
SF+ + SF3_v,SF + SF3+,cand_SFp_SF3_v_char_SF_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 2.12 eV,yes
SF+ + SF4,SF + SF4+,cand_SFp_SF4_char_SF_SF4p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
SF+ + SF4*,SF + SF4+,cand_SFp_SF4*_char_SF_SF4p,ion_neutral,charge_transfer,2,candidate,endothermic by 1.70 eV,yes
SF+ + SF4_v,SF + SF4+,cand_SFp_SF4_v_char_SF_SF4p,ion_neutral,charge_transfer,2,candidate,endothermic by 1.70 eV,yes
SF+ + SF5,SF + SF5+,cand_SFp_SF5_char_SF_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.70 eV,yes
SF+ + SF5*,SF + SF5+,cand_SFp_SF5*_char_SF_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.70 eV,yes
SF+ + SF5_v,SF + SF5+,cand_SFp_SF5_v_char_SF_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.70 eV,yes
SF+ + S_1D,SF + S+,cand_SFp_S_1D_char_SF_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 1.09 eV,yes
SF+ + S_1S,SF + S+,cand_SFp_S_1S_char_SF_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 2.69 eV,yes
SF4+ + SF2,SF4 + SF2+,cand_SF4p_SF2_char_SF4_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.20 eV,yes
SF5+ + SF2,SF5 + SF2+,cand_SF5p_SF2_char_SF5_SF2p,ion_neutral,charge_transfer,1,candidate,endothermic by 1.20 eV,yes
SF6+ + SF2,SF6 + SF2+,cand_SF6p_SF2_char_SF6_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.52 eV,yes
