reactants,products,id,family,type,depth,status,verdict,decided
Ar+ + O2_a1Delta,Ar + O2+,cand_Arp_O2_a1Delta_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.67 eV,yes
Ar+ + O2_b1Sigma,Ar + O2+,cand_Arp_O2_b1Sigma_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 5.32 eV,yes
Ar+ + O2_b1Sigma,Ar + O+ + O,cand_Arp_O2_b1Sigma_diss_Ar_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.40 eV,yes
Ar+ + O2_v,Ar + O2+,cand_Arp_O2_v_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.69 eV,yes
Ar+ + O_1D,Ar + O+,cand_Arp_O_1D_char_Ar_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 4.11 eV,yes
Ar+ + O_1S,Ar + O+,cand_Arp_O_1S_char_Ar_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 6.33 eV,yes
Ar+ + S,Ar + S+,cand_Arp_S_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.40 eV,yes
Ar+ + SF,Ar + SF+,cand_Arp_SF_char_Ar_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 5.46 eV,yes
Ar+ + SF*,Ar + SF+,cand_Arp_SF*_char_Ar_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.46 eV,yes
Ar+ + SF2,Ar + SF2+,cand_Arp_SF2_char_Ar_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 4.96 eV,yes
Ar+ + SF2,Ar + S+ + F2,cand_Arp_SF2_diss_Ar_Sp_F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.55 eV,yes
Ar+ + SF2*,Ar + SF2+,cand_Arp_SF2*_char_Ar_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.96 eV,yes
Ar+ + SF2*,Ar + S+ + F2,cand_Arp_SF2*_diss_Ar_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.55 eV,yes
Ar+ + SF2_v,Ar + SF2+,cand_Arp_SF2_v_char_Ar_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.96 eV,yes
Ar+ + SF2_v,Ar + S+ + F2,cand_Arp_SF2_v_diss_Ar_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.55 eV,yes
Ar+ + SF3,Ar + SF3+,cand_Arp_SF3_char_Ar_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 7.58 eV,yes
Ar+ + SF3*,Ar + SF3+,cand_Arp_SF3*_char_Ar_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.58 eV,yes
Ar+ + SF3_v,Ar + SF3+,cand_Arp_SF3_v_char_Ar_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.58 eV,yes
Ar+ + SF4,Ar + SF4+,cand_Arp_SF4_char_Ar_SF4p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.76 eV,yes
Ar+ + SF4,Ar + SF2+ + F2,cand_Arp_SF4_diss_Ar_SF2p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.12 eV,yes
Ar+ + SF4*,Ar + SF4+,cand_Arp_SF4*_char_Ar_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.76 eV,yes
Ar+ + SF4*,Ar + SF2+ + F2,cand_Arp_SF4*_diss_Ar_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.12 eV,yes
Ar+ + SF4_v,Ar + SF4+,cand_Arp_SF4_v_char_Ar_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.76 eV,yes
Ar+ + SF4_v,Ar + SF2+ + F2,cand_Arp_SF4_v_diss_Ar_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.12 eV,yes
Ar+ + SF5,Ar + SF5+,cand_Arp_SF5_char_Ar_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 6.16 eV,yes
Ar+ + SF5,Ar + SF4+ + F,cand_Arp_SF5_diss_Ar_SF4p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.43 eV,yes
Ar+ + SF5*,Ar + SF5+,cand_Arp_SF5*_char_Ar_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.16 eV,yes
Ar+ + SF5*,Ar + SF4+ + F,cand_Arp_SF5*_diss_Ar_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.43 eV,yes
Ar+ + SF5_v,Ar + SF5+,cand_Arp_SF5_v_char_Ar_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.16 eV,yes
Ar+ + SF5_v,Ar + SF4+ + F,cand_Arp_SF5_v_diss_Ar_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.43 eV,yes
Ar+ + SF6,Ar + SF6+,cand_Arp_SF6_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
Ar+ + SF6,Ar + SF5+ + F,Arp_SF6_dissociative_charge_transfer_SF5p_F,ion_neutral,dissociative_charge_transfer,1,literature_supported,exothermic by 0.44 eV,yes
Ar+ + SF6,Ar + SF4+ + F2,cand_Arp_SF6_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
Ar+ + SF6*,Ar + SF6+,cand_Arp_SF6*_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
Ar+ + SF6*,Ar + SF4+ + F2,cand_Arp_SF6*_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
Ar+ + SF6*,Ar + SF5+ + F,cand_Arp_SF6*_diss_Ar_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.10 eV,yes
Ar+ + SF6_v,Ar + SF6+,cand_Arp_SF6_v_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
Ar+ + SF6_v,Ar + SF4+ + F2,cand_Arp_SF6_v_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
Ar+ + SF6_v,Ar + SF5+ + F,cand_Arp_SF6_v_diss_Ar_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.10 eV,yes
Ar+ + SF_v,Ar + SF+,cand_Arp_SF_v_char_Ar_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.46 eV,yes
Ar+ + SO,Ar + O + S+,cand_Arp_SO_diss_Ar_O_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.01 eV,yes
Ar+ + SO*,Ar + O + S+,cand_Arp_SO*_diss_Ar_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 0.01 eV,yes
Ar+ + SO2,Ar + S+ + O2,cand_Arp_SO2_diss_Ar_Sp_O2,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.55 eV,yes
Ar+ + SO2*,Ar + S+ + O2,cand_Arp_SO2*_diss_Ar_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.55 eV,yes
Ar+ + SO2F2,Ar + SF2 + O2+,cand_Arp_SO2F2_diss_Ar_SF2_O2p,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.10 eV,yes
Ar+ + SO2F2,Ar + SF2+ + O2,cand_Arp_SO2F2_diss_Ar_SF2p_O2,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 0.17 eV,yes
Ar+ + SO2F2*,Ar + SF2 + O2+,cand_Arp_SO2F2*_diss_Ar_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.10 eV,yes
Ar+ + SO2F2*,Ar + SF2+ + O2,cand_Arp_SO2F2*_diss_Ar_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.17 eV,yes
Ar+ + SO2F2_v,Ar + SF2 + O2+,cand_Arp_SO2F2_v_diss_Ar_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.10 eV,yes
Ar+ + SO2F2_v,Ar + SF2+ + O2,cand_Arp_SO2F2_v_diss_Ar_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.17 eV,yes
Ar+ + SO2_v,Ar + S+ + O2,cand_Arp_SO2_v_diss_Ar_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.55 eV,yes
Ar+ + SO_v,Ar + O + S+,cand_Arp_SO_v_diss_Ar_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 0.01 eV,yes
Ar+ + S_1D,Ar + S+,cand_Arp_S_1D_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 6.55 eV,yes
Ar+ + S_1S,Ar + S+,cand_Arp_S_1S_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 8.15 eV,yes
F+ + Ar_4s,F + Ar+,cand_Fp_Ar_4s_char_F_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 13.26 eV,yes
F2+ + Ar_4s,F2 + Ar+,cand_F2p_Ar_4s_char_F2_Arp,ion_neutral,charge_transfer,2,candidate,exothermic by 11.53 eV,yes
F2+ + Ar_4s,F + F + Ar+,cand_F2p_Ar_4s_diss_F_F_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 9.89 eV,yes
F2+ + Ar_4s,F+ + F + Ar,cand_F2p_Ar_4s_diss_Fp_F_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 8.22 eV,yes
O+ + Ar_4s,O + Ar+,cand_Op_Ar_4s_char_O_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 9.46 eV,yes
O2+ + Ar_4s,O2 + Ar+,cand_O2p_Ar_4s_char_O2_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 7.91 eV,yes
O2+ + Ar_4s,O + O + Ar+,cand_O2p_Ar_4s_diss_O_O_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.74 eV,yes
O2+ + Ar_4s,O+ + O + Ar,cand_O2p_Ar_4s_diss_Op_O_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 4.89 eV,yes
S+ + Ar_4s,S + Ar+,cand_Sp_Ar_4s_char_S_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 6.20 eV,yes
SF+ + Ar_4s,SF + Ar+,cand_SFp_Ar_4s_char_SF_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 6.14 eV,yes
SF2+ + Ar_4s,SF2 + Ar+,cand_SF2p_Ar_4s_char_SF2_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 6.64 eV,yes
SF2+ + Ar_4s,S + F2 + Ar+,cand_SF2p_Ar_4s_diss_S_F2_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.69 eV,yes
SF2+ + Ar_4s,S + F2+ + Ar,cand_SF2p_Ar_4s_diss_S_F2p_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.76 eV,yes
SF2+ + Ar_4s,S+ + F2 + Ar,cand_SF2p_Ar_4s_diss_Sp_F2_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 6.09 eV,yes
SF3+ + Ar_4s,SF3 + Ar+,cand_SF3p_Ar_4s_char_SF3_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 4.02 eV,yes
SF4+ + Ar_4s,SF4 + Ar+,cand_SF4p_Ar_4s_char_SF4_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 7.84 eV,yes
SF4+ + Ar_4s,SF2 + F2 + Ar+,cand_SF4p_Ar_4s_diss_SF2_F2_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.00 eV,yes
SF4+ + Ar_4s,SF2 + F2+ + Ar,cand_SF4p_Ar_4s_diss_SF2_F2p_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.07 eV,yes
SF4+ + Ar_4s,SF2+ + F2 + Ar,cand_SF4p_Ar_4s_diss_SF2p_F2_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 7.96 eV,yes
SF5+ + Ar_4s,SF5 + Ar+,cand_SF5p_Ar_4s_char_SF5_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 5.44 eV,yes
SF5+ + Ar_4s,SF4 + F + Ar+,cand_SF5p_Ar_4s_diss_SF4_F_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.11 eV,yes
SF5+ + Ar_4s,SF4 + F+ + Ar,cand_SF5p_Ar_4s_diss_SF4_Fp_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.45 eV,yes
SF5+ + Ar_4s,SF4+ + F + Ar,cand_SF5p_Ar_4s_diss_SF4p_F_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 6.87 eV,yes
SF6+ + Ar_4s,SF6 + Ar+,cand_SF6p_Ar_4s_char_SF6_Arp,ion_neutral,charge_transfer,1,candidate,exothermic by 11.16 eV,yes
SF6+ + Ar_4s,SF4 + F2 + Ar+,cand_SF6p_Ar_4s_diss_SF4_F2_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 6.42 eV,yes
SF6+ + Ar_4s,SF4 + F2+ + Ar,cand_SF6p_Ar_4s_diss_SF4_F2p_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 6.49 eV,yes
SF6+ + Ar_4s,SF4+ + F2 + Ar,cand_SF6p_Ar_4s_diss_SF4p_F2_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 10.18 eV,yes
SF6+ + Ar_4s,SF5 + F + Ar+,cand_SF6p_Ar_4s_diss_SF5_F_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 7.10 eV,yes
SF6+ + Ar_4s,SF5 + F+ + Ar,cand_SF6p_Ar_4s_diss_SF5_Fp_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 5.44 eV,yes
SF6+ + Ar_4s,SF5+ + F + Ar,cand_SF6p_Ar_4s_diss_SF5p_F_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 13.26 eV,yes
F2+ + F,F2 + F+,cand_F2p_F_char_F2_Fp,ion_neutral,charge_transfer,2,candidate,endothermic by 1.73 eV,yes
SF6+ + F,SF4+ + F2 + F,cand_SF6p_F_diss_SF4p_F2_F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + F,SF5+ + F + F,cand_SF6p_F_diss_SF5p_F_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
F2+ + F*,F2 + F+,cand_F2p_F*_char_F2_Fp,ion_neutral,charge_transfer,2,candidate,endothermic by 1.73 eV,yes
SF6+ + F*,SF4+ + F2 + F,cand_SF6p_F*_diss_SF4p_F2_F,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + F*,SF5+ + F + F,cand_SF6p_F*_diss_SF5p_F_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
F+ + F2,F + F2+,cand_Fp_F2_char_F_F2p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.73 eV,yes
F+ + F2,F+ + F + F,cand_Fp_F2_reac_Fp_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
F+ + F2*,F + F2+,cand_Fp_F2*_char_F_F2p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.73 eV,yes
F+ + F2*,F+ + F + F,cand_Fp_F2*_reac_Fp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
F+ + F2_v,F + F2+,cand_Fp_F2_v_char_F_F2p,ion_neutral,charge_transfer,2,candidate,exothermic by 1.73 eV,yes
F+ + F2_v,F+ + F + F,cand_Fp_F2_v_reac_Fp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
F+ + FO,F + F + O+,cand_Fp_FO_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.53 eV,yes
F+ + FO*,F + F + O+,cand_Fp_FO*_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.53 eV,yes
F+ + FO_v,F + F + O+,cand_Fp_FO_v_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.53 eV,yes
F+ + O,F + O+,cand_Fp_O_char_F_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 3.80 eV,yes
F+ + O2,F + O2+,cand_Fp_O2_char_F_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 5.35 eV,yes
F+ + O2,F + O+ + O,cand_Fp_O2_diss_F_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.36 eV,yes
F+ + O2_a1Delta,F + O2+,cand_Fp_O2_a1Delta_char_F_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 6.33 eV,yes
F+ + O2_a1Delta,F + O+ + O,cand_Fp_O2_a1Delta_diss_F_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.38 eV,yes
F+ + O2_b1Sigma,F + O2+,cand_Fp_O2_b1Sigma_char_F_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 6.98 eV,yes
F+ + O2_b1Sigma,F + O+ + O,cand_Fp_O2_b1Sigma_diss_F_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.27 eV,yes
F+ + O2_v,F + O2+,cand_Fp_O2_v_char_F_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 5.35 eV,yes
F+ + O2_v,F + O+ + O,cand_Fp_O2_v_diss_F_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.36 eV,yes
F+ + O_1D,F + O+,cand_Fp_O_1D_char_F_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 5.77 eV,yes
F+ + O_1S,F + O+,cand_Fp_O_1S_char_F_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 7.99 eV,yes
F+ + S,F + S+,cand_Fp_S_char_F_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 7.06 eV,yes
F+ + SF,F + SF+,cand_Fp_SF_char_F_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 7.12 eV,yes
F+ + SF*,F + SF+,cand_Fp_SF*_char_F_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 7.12 eV,yes
F+ + SF2,F + SF2+,cand_Fp_SF2_char_F_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 6.62 eV,yes
F+ + SF2,F + S+ + F2,cand_Fp_SF2_diss_F_Sp_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.12 eV,yes
F+ + SF2*,F + SF2+,cand_Fp_SF2*_char_F_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.62 eV,yes
F+ + SF2*,F + S+ + F2,cand_Fp_SF2*_diss_F_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.12 eV,yes
F+ + SF2_v,F + SF2+,cand_Fp_SF2_v_char_F_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.62 eV,yes
F+ + SF2_v,F + S+ + F2,cand_Fp_SF2_v_diss_F_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.12 eV,yes
F+ + SF3,F + SF3+,cand_Fp_SF3_char_F_SF3p,ion_neutral,charge_transfer,1,candidate,exothermic by 9.24 eV,yes
F+ + SF3*,F + SF3+,cand_Fp_SF3*_char_F_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 9.24 eV,yes
F+ + SF3_v,F + SF3+,cand_Fp_SF3_v_char_F_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 9.24 eV,yes
F+ + SF4,F + SF4+,cand_Fp_SF4_char_F_SF4p,ion_neutral,charge_transfer,1,candidate,exothermic by 5.42 eV,yes
F+ + SF4,F + SF2+ + F2,cand_Fp_SF4_diss_F_SF2p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.79 eV,yes
F+ + SF4*,F + SF4+,cand_Fp_SF4*_char_F_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 5.42 eV,yes
F+ + SF4*,F + SF2+ + F2,cand_Fp_SF4*_diss_F_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.79 eV,yes
F+ + SF4_v,F + SF4+,cand_Fp_SF4_v_char_F_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 5.42 eV,yes
F+ + SF4_v,F + SF2+ + F2,cand_Fp_SF4_v_diss_F_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.79 eV,yes
F+ + SF5,F + SF5+,cand_Fp_SF5_char_F_SF5p,ion_neutral,charge_transfer,1,candidate,exothermic by 7.82 eV,yes
F+ + SF5,F + SF4+ + F,cand_Fp_SF5_diss_F_SF4p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.09 eV,yes
F+ + SF5*,F + SF5+,cand_Fp_SF5*_char_F_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.82 eV,yes
F+ + SF5*,F + SF4+ + F,cand_Fp_SF5*_diss_F_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.09 eV,yes
F+ + SF5_v,F + SF5+,cand_Fp_SF5_v_char_F_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.82 eV,yes
F+ + SF5_v,F + SF4+ + F,cand_Fp_SF5_v_diss_F_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.09 eV,yes
F+ + SF6,F + SF6+,cand_Fp_SF6_char_F_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
F+ + SF6,F + SF4+ + F2,cand_Fp_SF6_diss_F_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
F+ + SF6,F + SF5+ + F,cand_Fp_SF6_diss_F_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
F+ + SF6*,F + SF6+,cand_Fp_SF6*_char_F_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
F+ + SF6*,F + SF4+ + F2,cand_Fp_SF6*_diss_F_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
F+ + SF6*,F + SF5+ + F,cand_Fp_SF6*_diss_F_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
F+ + SF6_v,F + SF6+,cand_Fp_SF6_v_char_F_SF6p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
F+ + SF6_v,F + SF4+ + F2,cand_Fp_SF6_v_diss_F_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
F+ + SF6_v,F + SF5+ + F,cand_Fp_SF6_v_diss_F_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
F+ + SF_v,F + SF+,cand_Fp_SF_v_char_F_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 7.12 eV,yes
F+ + SO,F + O + S+,cand_Fp_SO_diss_F_O_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.67 eV,yes
F+ + SO,F + O+ + S,cand_Fp_SO_diss_F_Op_S,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.59 eV,yes
F+ + SO*,F + O + S+,cand_Fp_SO*_diss_F_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.67 eV,yes
F+ + SO*,F + O+ + S,cand_Fp_SO*_diss_F_Op_S,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.59 eV,yes
F+ + SO2,F + SO + O+,cand_Fp_SO2_diss_F_SO_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.92 eV,yes
F+ + SO2,F + S + O2+,cand_Fp_SO2_diss_F_S_O2p,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.60 eV,yes
F+ + SO2,F + S+ + O2,cand_Fp_SO2_diss_F_Sp_O2,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.11 eV,yes
