equation,reaction_type,family,process,origin,depth,consistency_verdict,state_verdict,thermochemistry_verdict,reaction_evidence_verdict,kinetics_verdict,delta_h_eV,delta_g_eV,threshold_eV,kinetic_data,selected,exclusion_reason,id
SF5+ + Ar -> Ar+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,4.543136050397394,,,true,,rxn_6c2e786b29a4
SF5+ + F -> F+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,6.248752696757389,,,true,,rxn_f2d31af23738
SF5+ + O -> O+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_80e34f124e1b
SF5+ + O2 -> O2+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_39d00aee1669
SF5+ + SF4 -> SF4+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,0.9392980727380422,,,true,,rxn_5ad6046c11fd
SF5+ + SF6 -> SF6+ + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_23da1f393216
SF5- + Ar -> Ar- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,fail,pass,unknown,unknown,,,,,true,,rxn_774da4fc11d0
SF5- + F -> F- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,0.3734592740222178,,,true,,rxn_0bbfed8c2c8b
SF5- + O -> O- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,2.265233050609927,,,true,,rxn_b500ced36db5
SF5- + O2 -> O2- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_3f81c39f8bd4
SF5- + SF4 -> SF4- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,2.435216658366813,,,true,,rxn_e696eeabba7b
SF5- + SF6 -> SF6- + SF5,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,2.4748307165639205,,,true,,rxn_546362ac5215
SF6+ + Ar -> Ar+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_f2e893248aad
SF6+ + F -> F+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_3f14922247a2
SF6+ + O -> O+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_cab995ac835b
SF6+ + O2 -> O2+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_cfd65b7df2a8
SF6+ + SF4 -> SF4+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_50d705e13e4e
SF6+ + SF5 -> SF5+ + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_456e2914fff4
SF6- + Ar -> Ar- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,fail,pass,unknown,unknown,,,,,true,,rxn_ed045d3c34ed
SF6- + F -> F- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,-2.1013714425417027,,,true,,rxn_22bb005790b0
SF6- + O -> O- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,-0.20959766595399318,,,true,,rxn_8664a7eb7d22
SF6- + O2 -> O2- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_947447c217ae
SF6- + SF4 -> SF4- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,-0.039614058197103647,,,true,,rxn_a9eeaa47b7a5
SF6- + SF5 -> SF5- + SF6,Charge exchange,ion,charge_exchange,mechanical,2,pass,pass,pass,unknown,unknown,,-2.4748307165639227,,,true,,rxn_9f30a2d6df83
Ar+ + SF4 -> Ar+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_93ec3a92df9e
Ar+ + SF4 -> Ar+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,4.835449999999999,4.168857583138431,,,true,,rxn_a2f7a5266824
Ar+ + SF5 -> Ar+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,2.3280640000000012,1.6857063127381302,,,true,,rxn_dda662e497b9
Ar+ + SF5 -> Ar+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.4378860022563082,,,true,,rxn_4d502393cce1
Ar- + SF4 -> Ar- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_a73c7136c09a
Ar- + SF4 -> Ar- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_e7c668653f3d
Ar- + SF5 -> Ar- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_c5e9c6d7a3b2
Ar- + SF5 -> Ar- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_03b7e5a604c0
F- + SF4 -> F- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_65745d7ab44d
F- + SF4 -> F- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,4.83545,4.168857583138431,,,true,,rxn_c84b482d28ce
F- + SF5 -> F- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,2.3280640000000012,1.68570631273813,,,true,,rxn_b11ff8809c74
F- + SF5 -> F- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.437886002256308,,,true,,rxn_499c3cfdb21b
F2- + F2 -> F2- + 2 F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_a361745e15c2
F2- + SF4 -> F2- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_bed122002d5c
F2- + SF4 -> F2- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5614ebfe97dd
F2- + SF5 -> F2- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_36e12fd9db2e
F2- + SF5 -> F2- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_01fac1d0c498
O+ + SF4 -> O+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_0d75d8e813a8
O+ + SF4 -> O+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,4.835450000000001,,,,true,,rxn_d13fd0c0811a
O+ + SF5 -> O+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,2.3280639999999995,,,,true,,rxn_75a93b96cf20
O+ + SF5 -> O+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_acf4f3877584
O- + SF4 -> O- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_ada02828bd32
O- + SF4 -> O- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,4.83545,4.168857583138431,,,true,,rxn_03351c3c43df
O- + SF5 -> O- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,2.3280639999999995,1.68570631273813,,,true,,rxn_5ea62168c9ef
O- + SF5 -> O- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.437886002256308,,,true,,rxn_285ab3d7ee4c
O2+ + SF4 -> O2+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_81ac096f7641
O2+ + SF4 -> O2+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,4.835449999999999,,,,true,,rxn_0812c79fc3d5
O2+ + SF5 -> O2+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,2.3280640000000004,,,,true,,rxn_8457d1fe605f
O2+ + SF5 -> O2+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_82abff6cc2d9
O2- + SF4 -> O2- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_4bdbeaa8a247
O2- + SF4 -> O2- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_f29d92bb0523
O2- + SF5 -> O2- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_dfc4de904357
O2- + SF5 -> O2- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b7cdaabf461f
SF4+ + SF4 -> SF4+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_3a002ff8aa87
SF4+ + SF4 -> SF4+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,4.168857583138431,,,true,,rxn_da62086cf2e0
SF4+ + SF5 -> SF4+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,1.68570631273813,,,true,,rxn_d6e1e26b3e1b
SF4+ + SF5 -> SF4+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.437886002256308,,,true,,rxn_91b651180ff6
SF4- + SF4 -> SF4- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_5e74d4a9be8b
SF4- + SF4 -> SF4- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,4.168857583138431,,,true,,rxn_326cde99931d
SF4- + SF5 -> SF4- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,1.6857063127381302,,,true,,rxn_ae9d3f21b31a
SF4- + SF5 -> SF4- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.437886002256308,,,true,,rxn_7f85a2436bd6
SF5+ + SF4 -> SF5+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_d376b8c46a38
SF5+ + SF4 -> SF5+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,4.168857583138431,,,true,,rxn_8ea96993f1c0
SF5+ + SF5 -> SF5+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,1.68570631273813,,,true,,rxn_2778d85d0706
SF5+ + SF5 -> SF5+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.437886002256308,,,true,,rxn_7ded467089da
SF5- + SF4 -> SF5- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079167,,,true,,rxn_b228cb9a01af
SF5- + SF4 -> SF5- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,4.168857583138431,,,true,,rxn_90412d9e3542
SF5- + SF5 -> SF5- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,1.6857063127381302,,,true,,rxn_a8e1f08cb645
SF5- + SF5 -> SF5- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.4378860022563082,,,true,,rxn_77130360c549
SF6+ + SF4 -> SF6+ + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1b7e6ec61422
SF6+ + SF4 -> SF6+ + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_41a1a7c77184
SF6+ + SF5 -> SF6+ + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4445e3184983
SF6+ + SF5 -> SF6+ + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e5eac67b60d6
SF6- + SF4 -> SF6- + F + SF3,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,2.9109927366079185,,,true,,rxn_07a1f558416f
SF6- + SF4 -> SF6- + SF2 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,4.168857583138431,,,true,,rxn_e102a44bac6c
SF6- + SF5 -> SF6- + F + SF4,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,1.6857063127381318,,,true,,rxn_e725bc7dba72
SF6- + SF5 -> SF6- + SF3 + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,,3.4378860022563056,,,true,,rxn_cac93b799b4f
Ar- + Ar -> 2 Ar + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_754c5eca1437
Ar- + F -> Ar + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_863f85054c84
Ar- + O -> Ar + O + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_75a6567cee43
Ar- + O2 -> Ar + O2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_9934f424f8c0
